Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
61066;10784;359;22;34;30;4;Хамовники;LINESTRING (37.559365 55.711334, 37.558393 55.711377);POINT (37.5589 55.7114);myData.biz;55.711334;37.559365;55.711377;37.558393
61067;7380;246;15;23;20;3;Хамовники;LINESTRING (37.560187 55.71131, 37.560119 55.711247);POINT (37.5602 55.7113);myData.biz;55.71131;37.560187;55.711247;37.560119
61068;4161;138;8;13;11;1;Хамовники;LINESTRING (37.560119 55.711247, 37.5609 55.711245);POINT (37.5605 55.7112);myData.biz;55.711247;37.560119;55.711245;37.5609
61069;4161;138;8;13;11;1;Хамовники;LINESTRING (37.5609 55.711245, 37.561644 55.711256);POINT (37.5613 55.7113);myData.biz;55.711245;37.5609;55.711256;37.561644
61070;4161;138;8;13;11;1;Хамовники;LINESTRING (37.561644 55.711256, 37.561656 55.7111);POINT (37.5617 55.7112);myData.biz;55.711256;37.561644;55.7111;37.561656
61071;4161;138;8;13;11;1;Хамовники;LINESTRING (37.561656 55.7111, 37.561995 55.711119);POINT (37.5618 55.7111);myData.biz;55.7111;37.561656;55.711119;37.561995
72053;576569;19218;1194;1825;1633;249;Хамовники;LINESTRING (37.570573 55.741674, 37.571006 55.741408);POINT (37.5708 55.7415);myData.biz;55.741674;37.570573;55.741408;37.571006
72054;576569;19218;1194;1825;1633;249;Хамовники;LINESTRING (37.571006 55.741408, 37.571452 55.741133);POINT (37.5712 55.7413);myData.biz;55.741408;37.571006;55.741133;37.571452
72055;576569;19218;1194;1825;1633;249;Хамовники;LINESTRING (37.571452 55.741133, 37.571591 55.741038);POINT (37.5715 55.7411);myData.biz;55.741133;37.571452;55.741038;37.571591
72056;573613;19120;1188;1816;1625;248;Хамовники;LINESTRING (37.571591 55.741038, 37.571689 55.740972);POINT (37.5716 55.741);myData.biz;55.741038;37.571591;55.740972;37.571689
72057;573613;19120;1188;1816;1625;248;Хамовники;LINESTRING (37.571689 55.740972, 37.572432 55.740514);POINT (37.5721 55.7407);myData.biz;55.740972;37.571689;55.740514;37.572432
72058;573613;19120;1188;1816;1625;248;Хамовники;LINESTRING (37.572432 55.740514, 37.572507 55.740467);POINT (37.5725 55.7405);myData.biz;55.740514;37.572432;55.740467;37.572507
72059;573613;19120;1188;1816;1625;248;Хамовники;LINESTRING (37.572507 55.740467, 37.572452 55.740441);POINT (37.5725 55.7405);myData.biz;55.740467;37.572507;55.740441;37.572452
72060;426850;14228;884;1351;1209;184;Хамовники;LINESTRING (37.572452 55.740441, 37.572589 55.74045);POINT (37.5725 55.7404);myData.biz;55.740441;37.572452;55.74045;37.572589
72061;426850;14228;884;1351;1209;184;Хамовники;LINESTRING (37.572589 55.74045, 37.573103 55.740439);POINT (37.5728 55.7404);myData.biz;55.74045;37.572589;55.740439;37.573103
72062;291417;9713;603;922;825;126;Хамовники;LINESTRING (37.573103 55.740439, 37.573114 55.740457);POINT (37.5731 55.7404);myData.biz;55.740439;37.573103;55.740457;37.573114
72063;290335;9677;601;919;822;125;Хамовники;LINESTRING (37.573114 55.740457, 37.573346 55.740807);POINT (37.5732 55.7406);myData.biz;55.740457;37.573114;55.740807;37.573346
72064;286483;9549;593;907;811;124;Хамовники;LINESTRING (37.573346 55.740807, 37.573372 55.740848);POINT (37.5734 55.7408);myData.biz;55.740807;37.573346;55.740848;37.573372
72065;83250;2775;172;263;235;36;Хамовники;LINESTRING (37.573372 55.740848, 37.573643 55.741265);POINT (37.5735 55.7411);myData.biz;55.740848;37.573372;55.741265;37.573643
72066;83250;2775;172;263;235;36;Хамовники;LINESTRING (37.573643 55.741265, 37.573739 55.741399);POINT (37.5737 55.7413);myData.biz;55.741265;37.573643;55.741399;37.573739
72067;83250;2775;172;263;235;36;Хамовники;LINESTRING (37.573739 55.741399, 37.573915 55.741643);POINT (37.5738 55.7415);myData.biz;55.741399;37.573739;55.741643;37.573915
72068;43001;1433;89;136;121;18;Хамовники;LINESTRING (37.573915 55.741643, 37.573982 55.741735);POINT (37.5739 55.7417);myData.biz;55.741643;37.573915;55.741735;37.573982
72104;203233;6774;420;643;575;88;Хамовники;LINESTRING (37.573372 55.740848, 37.573458 55.740827);POINT (37.5734 55.7408);myData.biz;55.740848;37.573372;55.740827;37.573458
72105;203233;6774;420;643;575;88;Хамовники;LINESTRING (37.573458 55.740827, 37.573479 55.74086);POINT (37.5735 55.7408);myData.biz;55.740827;37.573458;55.74086;37.573479
72106;203233;6774;420;643;575;88;Хамовники;LINESTRING (37.573479 55.74086, 37.573624 55.741081);POINT (37.5736 55.741);myData.biz;55.74086;37.573479;55.741081;37.573624
72334;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.571818 55.745223, 37.575429 55.745301);POINT (37.5736 55.7453);myData.biz;55.745223;37.571818;55.745301;37.575429
72335;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.575429 55.745301, 37.57611 55.745316);POINT (37.5758 55.7453);myData.biz;55.745301;37.575429;55.745316;37.57611
72336;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.57611 55.745316, 37.576198 55.745281);POINT (37.5762 55.7453);myData.biz;55.745316;37.57611;55.745281;37.576198
72337;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.576198 55.745281, 37.576303 55.74528);POINT (37.5763 55.7453);myData.biz;55.745281;37.576198;55.74528;37.576303
72338;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.576303 55.74528, 37.576623 55.745275);POINT (37.5765 55.7453);myData.biz;55.74528;37.576303;55.745275;37.576623
72339;85345;2844;176;270;241;36;Хамовники;LINESTRING (37.576623 55.745275, 37.576793 55.745272);POINT (37.5767 55.7453);myData.biz;55.745275;37.576623;55.745272;37.576793
72340;74949;2498;155;237;212;32;Хамовники;LINESTRING (37.576793 55.745272, 37.576898 55.745272);POINT (37.5768 55.7453);myData.biz;55.745272;37.576793;55.745272;37.576898
72341;74949;2498;155;237;212;32;Хамовники;LINESTRING (37.576898 55.745272, 37.576914 55.745188);POINT (37.5769 55.7452);myData.biz;55.745272;37.576898;55.745188;37.576914
72342;74949;2498;155;237;212;32;Хамовники;LINESTRING (37.576914 55.745188, 37.577882 55.745265);POINT (37.5774 55.7452);myData.biz;55.745188;37.576914;55.745265;37.577882
72343;72272;2409;149;228;204;31;Хамовники;LINESTRING (37.577882 55.745265, 37.57821 55.745291);POINT (37.578 55.7453);myData.biz;55.745265;37.577882;55.745291;37.57821
72344;72272;2409;149;228;204;31;Хамовники;LINESTRING (37.57821 55.745291, 37.579418 55.745387);POINT (37.5788 55.7453);myData.biz;55.745291;37.57821;55.745387;37.579418
72345;72272;2409;149;228;204;31;Хамовники;LINESTRING (37.579418 55.745387, 37.579694 55.745409);POINT (37.5796 55.7454);myData.biz;55.745387;37.579418;55.745409;37.579694
72346;72272;2409;149;228;204;31;Хамовники;LINESTRING (37.579694 55.745409, 37.579784 55.745414);POINT (37.5797 55.7454);myData.biz;55.745409;37.579694;55.745414;37.579784
72347;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.579784 55.745414, 37.579801 55.745415);POINT (37.5798 55.7454);myData.biz;55.745414;37.579784;55.745415;37.579801
72348;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.579801 55.745415, 37.579828 55.745416);POINT (37.5798 55.7454);myData.biz;55.745415;37.579801;55.745416;37.579828
72349;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.579828 55.745416, 37.580033 55.745428);POINT (37.5799 55.7454);myData.biz;55.745416;37.579828;55.745428;37.580033
72350;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.580033 55.745428, 37.580052 55.745489);POINT (37.58 55.7455);myData.biz;55.745428;37.580033;55.745489;37.580052
72351;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.580052 55.745489, 37.580865 55.745535);POINT (37.5805 55.7455);myData.biz;55.745489;37.580052;55.745535;37.580865
72352;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.580865 55.745535, 37.58095 55.745515);POINT (37.5809 55.7455);myData.biz;55.745535;37.580865;55.745515;37.58095
72353;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.58095 55.745515, 37.580973 55.745418);POINT (37.581 55.7455);myData.biz;55.745515;37.58095;55.745418;37.580973
72354;40876;1362;84;129;115;17;Хамовники;LINESTRING (37.580973 55.745418, 37.581132 55.745401);POINT (37.5811 55.7454);myData.biz;55.745418;37.580973;55.745401;37.581132
72355;32759;1091;67;103;92;14;Хамовники;LINESTRING (37.581132 55.745401, 37.581103 55.74518);POINT (37.5811 55.7453);myData.biz;55.745401;37.581132;55.74518;37.581103
72356;23911;797;49;75;67;10;Хамовники;LINESTRING (37.581103 55.74518, 37.581324 55.745152);POINT (37.5812 55.7452);myData.biz;55.74518;37.581103;55.745152;37.581324
72358;8117;270;16;25;22;3;Хамовники;LINESTRING (37.581132 55.745401, 37.582653 55.745235);POINT (37.5819 55.7453);myData.biz;55.745401;37.581132;55.745235;37.582653
72359;6562;218;13;20;18;2;Хамовники;LINESTRING (37.582653 55.745235, 37.582854 55.744769);POINT (37.5828 55.745);myData.biz;55.745235;37.582653;55.744769;37.582854
72360;6352;211;13;20;17;2;Хамовники;LINESTRING (37.582854 55.744769, 37.582955 55.744537);POINT (37.5829 55.7447);myData.biz;55.744769;37.582854;55.744537;37.582955
72361;6352;211;13;20;17;2;Хамовники;LINESTRING (37.582955 55.744537, 37.583226 55.743929);POINT (37.5831 55.7442);myData.biz;55.744537;37.582955;55.743929;37.583226
72362;6352;211;13;20;17;2;Хамовники;LINESTRING (37.583226 55.743929, 37.583248 55.743808);POINT (37.5832 55.743899999999996);myData.biz;55.743929;37.583226;55.743808;37.583248
72363;6352;211;13;20;17;2;Хамовники;LINESTRING (37.583248 55.743808, 37.583271 55.743769);POINT (37.5833 55.7438);myData.biz;55.743808;37.583248;55.743769;37.583271
72364;6352;211;13;20;17;2;Хамовники;LINESTRING (37.583271 55.743769, 37.583314 55.743699);POINT (37.5833 55.7437);myData.biz;55.743769;37.583271;55.743699;37.583314
72366;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.573103 55.740439, 37.573199 55.740419);POINT (37.5732 55.7404);myData.biz;55.740439;37.573103;55.740419;37.573199
72367;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.573199 55.740419, 37.57335 55.740437);POINT (37.5733 55.7404);myData.biz;55.740419;37.573199;55.740437;37.57335
72368;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.57335 55.740437, 37.57342 55.740445);POINT (37.5734 55.7404);myData.biz;55.740437;37.57335;55.740445;37.57342
72369;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.57342 55.740445, 37.573641 55.740499);POINT (37.5735 55.7405);myData.biz;55.740445;37.57342;55.740499;37.573641
72370;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.573641 55.740499, 37.573882 55.740513);POINT (37.5738 55.7405);myData.biz;55.740499;37.573641;55.740513;37.573882
72371;135433;4514;280;428;383;58;Хамовники;LINESTRING (37.573882 55.740513, 37.573929 55.740407);POINT (37.5739 55.7405);myData.biz;55.740513;37.573882;55.740407;37.573929
72372;99183;3306;205;314;281;42;Хамовники;LINESTRING (37.573929 55.740407, 37.575027 55.740418);POINT (37.5745 55.7404);myData.biz;55.740407;37.573929;55.740418;37.575027
72373;22413;747;46;70;63;9;Хамовники;LINESTRING (37.575027 55.740418, 37.574827 55.740446);POINT (37.5749 55.7404);myData.biz;55.740418;37.575027;55.740446;37.574827
72374;22413;747;46;70;63;9;Хамовники;LINESTRING (37.574827 55.740446, 37.574966 55.740754);POINT (37.5749 55.7406);myData.biz;55.740446;37.574827;55.740754;37.574966
72375;76770;2559;159;243;217;33;Хамовники;LINESTRING (37.575027 55.740418, 37.575281 55.740382);POINT (37.5752 55.7404);myData.biz;55.740418;37.575027;55.740382;37.575281
72376;76770;2559;159;243;217;33;Хамовники;LINESTRING (37.575281 55.740382, 37.575452 55.740353);POINT (37.5754 55.7404);myData.biz;55.740382;37.575281;55.740353;37.575452
72377;76770;2559;159;243;217;33;Хамовники;LINESTRING (37.575452 55.740353, 37.575705 55.740904);POINT (37.5756 55.7406);myData.biz;55.740353;37.575452;55.740904;37.575705
72378;71953;2398;149;227;203;31;Хамовники;LINESTRING (37.575705 55.740904, 37.575887 55.740877);POINT (37.5758 55.7409);myData.biz;55.740904;37.575705;55.740877;37.575887
72379;71953;2398;149;227;203;31;Хамовники;LINESTRING (37.575887 55.740877, 37.575836 55.74077);POINT (37.5759 55.7408);myData.biz;55.740877;37.575887;55.74077;37.575836
72380;71953;2398;149;227;203;31;Хамовники;LINESTRING (37.575836 55.74077, 37.576097 55.740735);POINT (37.576 55.7408);myData.biz;55.74077;37.575836;55.740735;37.576097
72381;71953;2398;149;227;203;31;Хамовники;LINESTRING (37.576097 55.740735, 37.576289 55.740708);POINT (37.5762 55.7407);myData.biz;55.740735;37.576097;55.740708;37.576289
72382;71953;2398;149;227;203;31;Хамовники;LINESTRING (37.576289 55.740708, 37.576322 55.740704);POINT (37.5763 55.7407);myData.biz;55.740708;37.576289;55.740704;37.576322
72383;52140;1738;108;165;147;22;Хамовники;LINESTRING (37.576322 55.740704, 37.576494 55.740682);POINT (37.5764 55.7407);myData.biz;55.740704;37.576322;55.740682;37.576494
72384;52140;1738;108;165;147;22;Хамовники;LINESTRING (37.576494 55.740682, 37.576548 55.740765);POINT (37.5765 55.7407);myData.biz;55.740682;37.576494;55.740765;37.576548
72385;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.576548 55.740765, 37.576624 55.740756);POINT (37.5766 55.7408);myData.biz;55.740765;37.576548;55.740756;37.576624
72386;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.576624 55.740756, 37.576697 55.740747);POINT (37.5767 55.7408);myData.biz;55.740756;37.576624;55.740747;37.576697
72387;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.576697 55.740747, 37.576775 55.740738);POINT (37.5767 55.7407);myData.biz;55.740747;37.576697;55.740738;37.576775
72388;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.576775 55.740738, 37.576911 55.740721);POINT (37.5768 55.7407);myData.biz;55.740738;37.576775;55.740721;37.576911
72389;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.576911 55.740721, 37.577082 55.740701);POINT (37.577 55.7407);myData.biz;55.740721;37.576911;55.740701;37.577082
72390;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.577082 55.740701, 37.577325 55.741236);POINT (37.5772 55.741);myData.biz;55.740701;37.577082;55.741236;37.577325
72391;49743;1658;103;157;140;21;Хамовники;LINESTRING (37.577325 55.741236, 37.577351 55.741247);POINT (37.5773 55.7412);myData.biz;55.741236;37.577325;55.741247;37.577351
72392;23403;780;48;74;66;10;Хамовники;LINESTRING (37.577351 55.741247, 37.577369 55.741285);POINT (37.5774 55.7413);myData.biz;55.741247;37.577351;55.741285;37.577369
72393;23403;780;48;74;66;10;Хамовники;LINESTRING (37.577369 55.741285, 37.577678 55.741246);POINT (37.5775 55.7413);myData.biz;55.741285;37.577369;55.741246;37.577678
72394;6678;222;13;21;18;2;Хамовники;LINESTRING (37.577678 55.741246, 37.577697 55.74129);POINT (37.5777 55.7413);myData.biz;55.741246;37.577678;55.74129;37.577697
72395;6921;230;14;21;19;2;Хамовники;LINESTRING (37.577697 55.74129, 37.578541 55.741175);POINT (37.5781 55.7412);myData.biz;55.74129;37.577697;55.741175;37.578541
72396;6921;230;14;21;19;2;Хамовники;LINESTRING (37.578541 55.741175, 37.578593 55.741185);POINT (37.5786 55.7412);myData.biz;55.741175;37.578541;55.741185;37.578593
72397;6921;230;14;21;19;2;Хамовники;LINESTRING (37.578593 55.741185, 37.578659 55.741175);POINT (37.5786 55.7412);myData.biz;55.741185;37.578593;55.741175;37.578659
72398;6921;230;14;21;19;2;Хамовники;LINESTRING (37.578659 55.741175, 37.578734 55.741164);POINT (37.5787 55.7412);myData.biz;55.741175;37.578659;55.741164;37.578734
72399;5994;199;12;18;16;2;Хамовники;LINESTRING (37.578734 55.741164, 37.578752 55.741147);POINT (37.5787 55.7412);myData.biz;55.741164;37.578734;55.741147;37.578752
72400;5994;199;12;18;16;2;Хамовники;LINESTRING (37.578752 55.741147, 37.579095 55.741081);POINT (37.5789 55.7411);myData.biz;55.741147;37.578752;55.741081;37.579095
72401;5994;199;12;18;16;2;Хамовники;LINESTRING (37.579095 55.741081, 37.579424 55.741014);POINT (37.5793 55.741);myData.biz;55.741081;37.579095;55.741014;37.579424
72402;29504;983;61;93;83;12;Хамовники;LINESTRING (37.573929 55.740407, 37.574043 55.74026);POINT (37.574 55.7403);myData.biz;55.740407;37.573929;55.74026;37.574043
72403;29504;983;61;93;83;12;Хамовники;LINESTRING (37.574043 55.74026, 37.57424 55.740125);POINT (37.5741 55.7402);myData.biz;55.74026;37.574043;55.740125;37.57424
72404;29504;983;61;93;83;12;Хамовники;LINESTRING (37.57424 55.740125, 37.574512 55.740005);POINT (37.5744 55.7401);myData.biz;55.740125;37.57424;55.740005;37.574512
72405;29504;983;61;93;83;12;Хамовники;LINESTRING (37.574512 55.740005, 37.574782 55.739923);POINT (37.5746 55.74);myData.biz;55.740005;37.574512;55.739923;37.574782
72406;29504;983;61;93;83;12;Хамовники;LINESTRING (37.574782 55.739923, 37.574999 55.73989);POINT (37.5749 55.7399);myData.biz;55.739923;37.574782;55.73989;37.574999
72407;29504;983;61;93;83;12;Хамовники;LINESTRING (37.574999 55.73989, 37.575073 55.739988);POINT (37.575 55.7399);myData.biz;55.73989;37.574999;55.739988;37.575073
72408;29504;983;61;93;83;12;Хамовники;LINESTRING (37.575073 55.739988, 37.57542 55.739919);POINT (37.5752 55.74);myData.biz;55.739988;37.575073;55.739919;37.57542
72409;29504;983;61;93;83;12;Хамовники;LINESTRING (37.57542 55.739919, 37.575728 55.739874);POINT (37.5756 55.7399);myData.biz;55.739919;37.57542;55.739874;37.575728
72410;29504;983;61;93;83;12;Хамовники;LINESTRING (37.575728 55.739874, 37.575919 55.739845);POINT (37.5758 55.7399);myData.biz;55.739874;37.575728;55.739845;37.575919
72411;29504;983;61;93;83;12;Хамовники;LINESTRING (37.575919 55.739845, 37.575942 55.739842);POINT (37.5759 55.7398);myData.biz;55.739845;37.575919;55.739842;37.575942
72412;29504;983;61;93;83;12;Хамовники;LINESTRING (37.575942 55.739842, 37.576147 55.740141);POINT (37.576 55.74);myData.biz;55.739842;37.575942;55.740141;37.576147
72413;29504;983;61;93;83;12;Хамовники;LINESTRING (37.576147 55.740141, 37.576259 55.740125);POINT (37.5762 55.7401);myData.biz;55.740141;37.576147;55.740125;37.576259
72414;29504;983;61;93;83;12;Хамовники;LINESTRING (37.576259 55.740125, 37.576336 55.740115);POINT (37.5763 55.7401);myData.biz;55.740125;37.576259;55.740115;37.576336
72415;29504;983;61;93;83;12;Хамовники;LINESTRING (37.576336 55.740115, 37.576531 55.740088);POINT (37.5764 55.7401);myData.biz;55.740115;37.576336;55.740088;37.576531
72416;29504;983;61;93;83;12;Хамовники;LINESTRING (37.576531 55.740088, 37.57667 55.740069);POINT (37.5766 55.7401);myData.biz;55.740088;37.576531;55.740069;37.57667
72417;29504;983;61;93;83;12;Хамовники;LINESTRING (37.57667 55.740069, 37.57682 55.740048);POINT (37.5767 55.7401);myData.biz;55.740069;37.57667;55.740048;37.57682
72418;23249;774;48;73;65;10;Хамовники;LINESTRING (37.57682 55.740048, 37.576787 55.739964);POINT (37.5768 55.74);myData.biz;55.740048;37.57682;55.739964;37.576787
72419;23249;774;48;73;65;10;Хамовники;LINESTRING (37.576787 55.739964, 37.577113 55.739925);POINT (37.5769 55.7399);myData.biz;55.739964;37.576787;55.739925;37.577113
72420;17946;598;37;56;50;7;Хамовники;LINESTRING (37.577113 55.739925, 37.577917 55.739826);POINT (37.5775 55.7399);myData.biz;55.739925;37.577113;55.739826;37.577917
72421;15940;531;32;50;45;6;Хамовники;LINESTRING (37.577917 55.739826, 37.577994 55.739814);POINT (37.578 55.7398);myData.biz;55.739826;37.577917;55.739814;37.577994
72422;15940;531;32;50;45;6;Хамовники;LINESTRING (37.577994 55.739814, 37.578018 55.739862);POINT (37.578 55.7398);myData.biz;55.739814;37.577994;55.739862;37.578018
72423;15940;531;32;50;45;6;Хамовники;LINESTRING (37.578018 55.739862, 37.578083 55.739852);POINT (37.5781 55.7399);myData.biz;55.739862;37.578018;55.739852;37.578083
72424;13613;453;28;43;38;5;Хамовники;LINESTRING (37.578083 55.739852, 37.578126 55.739937);POINT (37.5781 55.7399);myData.biz;55.739852;37.578083;55.739937;37.578126
72426;187356;6245;388;593;530;81;Хамовники;LINESTRING (37.572452 55.740441, 37.572908 55.740142);POINT (37.5727 55.7403);myData.biz;55.740441;37.572452;55.740142;37.572908
72427;88833;2961;184;281;251;38;Хамовники;LINESTRING (37.572908 55.740142, 37.57271 55.739766);POINT (37.5728 55.74);myData.biz;55.740142;37.572908;55.739766;37.57271
72428;88833;2961;184;281;251;38;Хамовники;LINESTRING (37.57271 55.739766, 37.572624 55.73947);POINT (37.5727 55.7396);myData.biz;55.739766;37.57271;55.73947;37.572624
72429;74011;2467;153;234;209;32;Хамовники;LINESTRING (37.572624 55.73947, 37.572711 55.739479);POINT (37.5727 55.7395);myData.biz;55.73947;37.572624;55.739479;37.572711
72430;74011;2467;153;234;209;32;Хамовники;LINESTRING (37.572711 55.739479, 37.57269 55.739406);POINT (37.5727 55.7394);myData.biz;55.739479;37.572711;55.739406;37.57269
72431;74011;2467;153;234;209;32;Хамовники;LINESTRING (37.57269 55.739406, 37.57272 55.739345);POINT (37.5727 55.7394);myData.biz;55.739406;37.57269;55.739345;37.57272
72432;18023;600;37;57;51;7;Хамовники;LINESTRING (37.57272 55.739345, 37.572821 55.73936);POINT (37.5728 55.7394);myData.biz;55.739345;37.57272;55.73936;37.572821
72433;18023;600;37;57;51;7;Хамовники;LINESTRING (37.572821 55.73936, 37.572879 55.739244);POINT (37.5729 55.7393);myData.biz;55.73936;37.572821;55.739244;37.572879
72434;18023;600;37;57;51;7;Хамовники;LINESTRING (37.572879 55.739244, 37.573068 55.739151);POINT (37.573 55.7392);myData.biz;55.739244;37.572879;55.739151;37.573068
72435;18023;600;37;57;51;7;Хамовники;LINESTRING (37.573068 55.739151, 37.573249 55.739123);POINT (37.5732 55.7391);myData.biz;55.739151;37.573068;55.739123;37.573249
72436;18023;600;37;57;51;7;Хамовники;LINESTRING (37.573249 55.739123, 37.573926 55.739066);POINT (37.5736 55.7391);myData.biz;55.739123;37.573249;55.739066;37.573926
72437;18023;600;37;57;51;7;Хамовники;LINESTRING (37.573926 55.739066, 37.574766 55.738921);POINT (37.5743 55.739);myData.biz;55.739066;37.573926;55.738921;37.574766
72438;31396;1046;65;99;88;13;Хамовники;LINESTRING (37.579784 55.745414, 37.579807 55.745246);POINT (37.5798 55.7453);myData.biz;55.745414;37.579784;55.745246;37.579807
72439;31396;1046;65;99;88;13;Хамовники;LINESTRING (37.579807 55.745246, 37.579723 55.745142);POINT (37.5798 55.7452);myData.biz;55.745246;37.579807;55.745142;37.579723
72440;24476;815;50;77;69;10;Хамовники;LINESTRING (37.579723 55.745142, 37.579049 55.744755);POINT (37.5794 55.7449);myData.biz;55.745142;37.579723;55.744755;37.579049
72441;21810;727;45;69;61;9;Хамовники;LINESTRING (37.579049 55.744755, 37.578734 55.74444);POINT (37.5789 55.7446);myData.biz;55.744755;37.579049;55.74444;37.578734
72442;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.572908 55.740142, 37.572994 55.740124);POINT (37.573 55.7401);myData.biz;55.740142;37.572908;55.740124;37.572994
72443;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.572994 55.740124, 37.573071 55.740112);POINT (37.573 55.7401);myData.biz;55.740124;37.572994;55.740112;37.573071
72444;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573071 55.740112, 37.573087 55.740114);POINT (37.5731 55.7401);myData.biz;55.740112;37.573071;55.740114;37.573087
72445;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573087 55.740114, 37.573123 55.740118);POINT (37.5731 55.7401);myData.biz;55.740114;37.573087;55.740118;37.573123
72446;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573123 55.740118, 37.573158 55.740122);POINT (37.5731 55.7401);myData.biz;55.740118;37.573123;55.740122;37.573158
72447;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573158 55.740122, 37.573244 55.740133);POINT (37.5732 55.7401);myData.biz;55.740122;37.573158;55.740133;37.573244
72448;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573244 55.740133, 37.573277 55.740138);POINT (37.5733 55.7401);myData.biz;55.740133;37.573244;55.740138;37.573277
72449;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573277 55.740138, 37.573312 55.740144);POINT (37.5733 55.7401);myData.biz;55.740138;37.573277;55.740144;37.573312
72450;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573312 55.740144, 37.573331 55.740148);POINT (37.5733 55.7401);myData.biz;55.740144;37.573312;55.740148;37.573331
72451;98523;3284;204;311;279;42;Хамовники;LINESTRING (37.573331 55.740148, 37.573528 55.740192);POINT (37.5734 55.7402);myData.biz;55.740148;37.573331;55.740192;37.573528
72452;40704;1356;84;128;115;17;Хамовники;LINESTRING (37.573528 55.740192, 37.573749 55.739991);POINT (37.5736 55.7401);myData.biz;55.740192;37.573528;55.739991;37.573749
72453;40704;1356;84;128;115;17;Хамовники;LINESTRING (37.573749 55.739991, 37.574216 55.739688);POINT (37.574 55.7398);myData.biz;55.739991;37.573749;55.739688;37.574216
72454;40704;1356;84;128;115;17;Хамовники;LINESTRING (37.574216 55.739688, 37.574711 55.739587);POINT (37.5745 55.7396);myData.biz;55.739688;37.574216;55.739587;37.574711
72455;40704;1356;84;128;115;17;Хамовники;LINESTRING (37.574711 55.739587, 37.574696 55.739529);POINT (37.5747 55.7396);myData.biz;55.739587;37.574711;55.739529;37.574696
72565;183816;6127;380;582;520;79;Хамовники;LINESTRING (37.570336 55.741738, 37.570934 55.741372);POINT (37.5706 55.7416);myData.biz;55.741738;37.570336;55.741372;37.570934
72566;183816;6127;380;582;520;79;Хамовники;LINESTRING (37.570934 55.741372, 37.571527 55.741007);POINT (37.5712 55.7412);myData.biz;55.741372;37.570934;55.741007;37.571527
72567;194800;6493;403;616;551;84;Хамовники;LINESTRING (37.571527 55.741007, 37.571607 55.740958);POINT (37.5716 55.741);myData.biz;55.741007;37.571527;55.740958;37.571607
72568;194800;6493;403;616;551;84;Хамовники;LINESTRING (37.571607 55.740958, 37.571577 55.740943);POINT (37.5716 55.741);myData.biz;55.740958;37.571607;55.740943;37.571577
72569;194800;6493;403;616;551;84;Хамовники;LINESTRING (37.571577 55.740943, 37.571771 55.740824);POINT (37.5717 55.7409);myData.biz;55.740943;37.571577;55.740824;37.571771
72570;194800;6493;403;616;551;84;Хамовники;LINESTRING (37.571771 55.740824, 37.571801 55.74084);POINT (37.5718 55.7408);myData.biz;55.740824;37.571771;55.74084;37.571801
72571;139205;4640;288;440;394;60;Хамовники;LINESTRING (37.571801 55.74084, 37.572054 55.740685);POINT (37.5719 55.7408);myData.biz;55.74084;37.571801;55.740685;37.572054
72572;107713;3590;223;341;305;46;Хамовники;LINESTRING (37.572054 55.740685, 37.572092 55.740661);POINT (37.5721 55.7407);myData.biz;55.740685;37.572054;55.740661;37.572092
72573;107713;3590;223;341;305;46;Хамовники;LINESTRING (37.572092 55.740661, 37.572193 55.740601);POINT (37.5721 55.7406);myData.biz;55.740661;37.572092;55.740601;37.572193
